elementName	stage1-3	stage13-16	stage4-6	stage9-10	stage11-12	stage7-8	allTerms
blow		"FBbt:00005073,somatic muscle; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005073,somatic muscle; FBbt:00005518,somatic muscle primordium; FBbt:00005519,visceral muscle primordium; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00005518,somatic muscle primordium; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00005519,visceral muscle primordium"
TB_blow		"FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"					"FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle"
Mlc2		"FBbt:00005630,embryonic hindgut; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00005073,somatic muscle"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000462,embryonic/larval muscle system; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00005649,embryonic somatic muscle; FBbt:00005630,embryonic hindgut; FBbt:00005647,presumptive embryonic/larval muscle system"
repo_pBJ-164							"FBbt:00005144,glial cell; FBbt:00001298,embryonic/larval cell body glial cell"
repo_-1.9_NR							"FBbt:00001327,peripheral glial cell; FBbt:00001258,subperineurial glial cell; FBbt:00001251,embryonic/larval glial cell; FBbt:00001311,interface glial cell; FBbt:00001298,embryonic/larval cell body glial cell"
CG4221		FBbt:0000611,NA	"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage; FBbt:00005548,head mesoderm anlage"	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm"	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00000109,mesectoderm anlage; FBbt:00000104,mesoderm anlage; FBbt:00000127,head mesoderm; FBbt:00005548,head mesoderm anlage; FBbt:00005436,trunk mesoderm anlage; FBbt:00000128,trunk mesoderm"
dpn_dF							"FBbt:00001137,sensory mother cell; FBbt:00001134,presumptive embryonic/larval peripheral nervous system; FBbt:00001446,embryonic/larval neuron; FBbt:00005106,neuron"
slp1		"FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005073,somatic muscle; FBbt:00005518,somatic muscle primordium"	FBbt:0000611,NA	"FBbt:00001035,embryonic/larval visceral muscle; FBbt:00005500,foregut visceral muscle primordium; FBbt:00005518,somatic muscle primordium; FBbt:00000464,embryonic/larval somatic muscle"
Antp_10d9							"FBbt:00005397,embryonic epidermis; FBbt:00004092,metathoracic neuromere; FBbt:00001082,embryonic ventral nervous system; FBbt:00005098,peripheral nervous system; FBbt:00004054,prothoracic neuromere; FBbt:00001088,embryonic thoracic neuromere; FBbt:00004059,mesothoracic neuromere; FBbt:00000097,cephalic furrow"
Antp_2d9							"FBbt:00001082,embryonic ventral nervous system; FBbt:00005397,embryonic epidermis; FBbt:00001088,embryonic thoracic neuromere; FBbt:00005137,ganglion; FBbt:00000095,amnioserosa"
Pgd_-121.lacZ							FBbt:00001871,embryonic/larval proventriculus
Pgd_-421.lacZ							"FBbt:00001882,embryonic/larval midgut; FBbt:00001871,embryonic/larval proventriculus; FBbt:00004858,gonad; FBbt:00001761,imaginal disc"
tin_D-A		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:0000611,NA	"FBbt:00005518,somatic muscle primordium; FBbt:00000126,mesoderm; FBbt:00005519,visceral muscle primordium"
tin_tinD		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:0000611,NA	FBbt:00000128,trunk mesoderm
Dll_304							"FBbt:00001657,ventral thoracic disc primordium; FBbt:00000159,embryonic labral segment; FBbt:00000166,embryonic thorax; FBbt:00000164,embryonic maxillary segment; FBbt:00000165,embryonic labial segment; FBbt:00000171,embryonic abdomen; FBbt:00000160,embryonic antennal segment"
Ubx_4CRE							FBbt:00005653,embryonic visceral muscle
Ubx_B							FBbt:00005653,embryonic visceral muscle
Kr_CD1_NR			FBbt:00000126,mesoderm				"FBbt:00005304,blastoderm embryo; FBbt:00000442,Malpighian tubule primordium; FBbt:00005649,embryonic somatic muscle; FBbt:00000095,amnioserosa; FBbt:00005634,embryonic Malpighian tubule"
Kr_H/H			FBbt:00000126,mesoderm				"FBbt:00001055,presumptive embryonic/larval nervous system; FBbt:00000111,ectoderm; FBbt:00001082,embryonic ventral nervous system; FBbt:00000126,mesoderm; FBbt:00005649,embryonic somatic muscle; FBbt:00005304,blastoderm embryo; FBbt:00000095,amnioserosa"
Kr_H/J			FBbt:00000126,mesoderm				"FBbt:00005304,blastoderm embryo; FBbt:00005649,embryonic somatic muscle; FBbt:00000095,amnioserosa"
hkb_ventral_element_plus_NR			FBbt:00000126,mesoderm				"FBbt:00005304,blastoderm embryo; FBbt:00000104,mesoderm anlage"
fkh_frag507-1008							"FBbt:00005620,presumptive embryonic salivary gland; FBbt:00005432,salivary gland duct anlage; FBbt:00005512,salivary gland body primordium"
fkh_frag1-308							FBbt:00005512,salivary gland body primordium
ss_E2.0_522							"FBbt:00001767,antennal disc; FBbt:00001778,wing disc; FBbt:00004515,third segment of antenna; FBbt:00001780,ventral thoracic disc"
eve_32Bsu			FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00000126,mesoderm	FBbt:0000611,NA	FBbt:00005304,blastoderm embryo
eve_mas			FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00000126,mesoderm	FBbt:0000611,NA	"FBbt:00000104,mesoderm anlage; FBbt:00000126,mesoderm; FBbt:00000111,ectoderm; FBbt:00005427,ectoderm anlage"
eve_200-hsp70lacZ			FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00000126,mesoderm	FBbt:0000611,NA	"FBbt:00005744,embryonic dorsal epidermis; FBbt:00000104,mesoderm anlage; FBbt:00004844,anal plate; FBbt:00000111,ectoderm; FBbt:00000126,mesoderm; FBbt:00005304,blastoderm embryo; FBbt:00005427,ectoderm anlage"
Ket-2		"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00005073,somatic muscle"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005518,somatic muscle primordium	FBbt:0000611,NA	"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00005518,somatic muscle primordium; FBbt:00005649,embryonic somatic muscle; FBbt:00000462,embryonic/larval muscle system; FBbt:00005647,presumptive embryonic/larval muscle system"
Ubx_basal_promoter							"FBbt:00005397,embryonic epidermis; FBbt:00001134,presumptive embryonic/larval peripheral nervous system; FBbt:00005744,embryonic dorsal epidermis; FBbt:00000111,ectoderm; FBbt:00001082,embryonic ventral nervous system; FBbt:00000155,embryonic head"
Sur_SSS		"FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005541,cardiogenic mesoderm"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005680,embryonic dorsal vessel; FBbt:00007321,embryonic cardioblast; FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005541,cardiogenic mesoderm"
cact_Lac-Z			"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage; FBbt:00005548,head mesoderm anlage"	FBbt:00000126,mesoderm		"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00005304,blastoderm embryo; FBbt:00000104,mesoderm anlage"
cact_1			"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage; FBbt:00005548,head mesoderm anlage"	FBbt:00000126,mesoderm		"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00005436,trunk mesoderm anlage; FBbt:00000128,trunk mesoderm; FBbt:00000104,mesoderm anlage; FBbt:00000127,head mesoderm; FBbt:00005548,head mesoderm anlage"
hh_bar3L2							"FBbt:00007143,eye disc posterior to the morphogenetic furrow; FBbt:00001768,eye disc"
hh-PR		"FBbt:00005744,embryonic dorsal epidermis; FBbt:00005747,embryonic ventral epidermis; FBbt:00001035,embryonic/larval visceral muscle"		"FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium"	"FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00005519,visceral muscle primordium"		"FBbt:00005744,embryonic dorsal epidermis; FBbt:00005747,embryonic ventral epidermis; FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00000111,ectoderm; FBbt:00005519,visceral muscle primordium; FBbt:00001035,embryonic/larval visceral muscle"
Ubx_ventral_imaginal_disc		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001780,ventral thoracic disc; FBbt:00001761,imaginal disc; FBbt:00001768,eye disc"
Yp1_-886/-321							FBbt:00005055,digestive system
Yp1_structure_8E							FBbt:00004865,ovary
Yp1_oe1_NR							"FBbt:00005402,oocyte associated follicle cell; FBbt:00004905,border follicle cell; FBbt:00004907,polar follicle cell"
Tl_Tl305		"FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005541,cardiogenic mesoderm; FBbt:00000095,amnioserosa"			"FBbt:00000095,amnioserosa; FBbt:00005541,cardiogenic mesoderm; FBbt:00001665,dorsal vessel primordium"		"FBbt:00005680,embryonic dorsal vessel; FBbt:00001666,cardioblast; FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005684,heart primordium; FBbt:00001665,dorsal vessel primordium; FBbt:00005541,cardiogenic mesoderm; FBbt:00000095,amnioserosa"
Tl_1.7RS							"FBbt:00005397,embryonic epidermis; FBbt:00001866,embryonic/larval pharynx; FBbt:00005290,pre-blastoderm embryo; FBbt:00004878,nurse cell; FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00005304,blastoderm embryo"
repo_pBJ-111							FBbt:00005397,embryonic epidermis
repo_-4.3/-2.3							"FBbt:00001327,peripheral glial cell; FBbt:00004993,epidermis; FBbt:00001258,subperineurial glial cell; FBbt:00001302,lateral cell body glial cell"
aop_J-lacZ			FBbt:0000611,NA			FBbt:0000611,NA	"FBbt:00001920,embryonic/larval brain; FBbt:00001930,embryonic/larval optic lobe; FBbt:00001768,eye disc"
bTub60D		"FBbt:00005073,somatic muscle; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00005070,visceral muscle; FBbt:00000095,amnioserosa"	FBbt:0000611,NA	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000128,trunk mesoderm; FBbt:00005070,visceral muscle"	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000128,trunk mesoderm; FBbt:00005518,somatic muscle primordium; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00005518,somatic muscle primordium; FBbt:00000128,trunk mesoderm; FBbt:00000095,amnioserosa"
betaTub60D_beta3-14/vm1_NR		FBbt:00005070,visceral muscle	FBbt:0000611,NA	FBbt:00005070,visceral muscle	FBbt:00005070,visceral muscle	FBbt:0000611,NA	"FBbt:00005653,embryonic visceral muscle; FBbt:00005519,visceral muscle primordium; FBbt:00000130,visceral mesoderm; FBbt:00005649,embryonic somatic muscle; FBbt:00000129,somatic mesoderm; FBbt:00005215,chordotonal organ"
svp_SCE		"FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005073,somatic muscle; FBbt:00001667,embryonic/larval pericardial cell; FBbt:00005541,cardiogenic mesoderm"	FBbt:0000611,NA		"FBbt:00005541,cardiogenic mesoderm; FBbt:00001665,dorsal vessel primordium"	FBbt:0000611,NA	"FBbt:00005680,embryonic dorsal vessel; FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005678,embryonic pericardial cell; FBbt:00001667,embryonic/larval pericardial cell; FBbt:00001082,embryonic ventral nervous system; FBbt:00000126,mesoderm; FBbt:00005649,embryonic somatic muscle; FBbt:00001665,dorsal vessel primordium; FBbt:00001332,embryonic neuroblast; FBbt:00005541,cardiogenic mesoderm"
CG8788		FBbt:00005073,somatic muscle	"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage; FBbt:00005548,head mesoderm anlage"	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00005073,somatic muscle; FBbt:00000128,trunk mesoderm; FBbt:00005518,somatic muscle primordium"	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00000104,mesoderm anlage; FBbt:00005548,head mesoderm anlage; FBbt:00005518,somatic muscle primordium; FBbt:00000127,head mesoderm; FBbt:00005436,trunk mesoderm anlage; FBbt:00005304,blastoderm embryo; FBbt:00000128,trunk mesoderm"
eve_RP_eve_NR							"FBbt:00001451,RP neuron; FBbt:00001082,embryonic ventral nervous system; FBbt:00001453,RP2 neuron; FBbt:00001438,ganglion mother cell GMC4-2a; FBbt:00001447,aCC neuron; FBbt:00001448,pCC neuron; FBbt:00005146,neuroblast; FBbt:00001434,ganglion mother cell GMC1-1a"
eve_MHE_NR		FBbt:00005541,cardiogenic mesoderm	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000126,mesoderm; FBbt:00005541,cardiogenic mesoderm"	FBbt:0000611,NA	"FBbt:00005466,pericardial cell primordium; FBbt:00000463,embryonic myoblast; FBbt:00000591,A1-7 dorsal acute muscle 1; FBbt:00005678,embryonic pericardial cell; FBbt:00005649,embryonic somatic muscle; FBbt:00000910,abdominal 7 dorsal acute muscle 1; FBbt:00005304,blastoderm embryo; FBbt:00005084,muscle founder cell; FBbt:00005647,presumptive embryonic/larval muscle system"
eve_stripe1_NR			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
hb_2062							FBbt:00005071,longitudinal visceral muscle fiber
hb_pThb3			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
hb_1.2			FBbt:00000126,mesoderm				"FBbt:00001055,presumptive embryonic/larval nervous system; FBbt:00005304,blastoderm embryo; FBbt:00000126,mesoderm"
tin_tinA			FBbt:00000126,mesoderm				"FBbt:00000155,embryonic head; FBbt:00005535,foregut primordium; FBbt:00005380,pharynx; FBbt:00005431,foregut anlage; FBbt:00005431,foregut anlage"
tin_tinB-180		FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00000126,mesoderm	FBbt:0000611,NA	FBbt:00000126,mesoderm	"FBbt:00005436,trunk mesoderm anlage; FBbt:00000128,trunk mesoderm"
Or88a_GAL4							"FBbt:00004173,sensillum trichodeum of antennal segment 3; FBbt:00005386,glomerulus; FBbt:00005926,olfactory receptor neuron"
ttk(late)		"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00005073,somatic muscle; FBbt:00000462,embryonic/larval muscle system; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000128,trunk mesoderm; FBbt:00017000,amnioserosa primordium; FBbt:00000127,head mesoderm"	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00005518,somatic muscle primordium; FBbt:00005519,visceral muscle primordium; FBbt:00005073,somatic muscle; FBbt:00000127,head mesoderm; FBbt:00005070,visceral muscle; FBbt:00000128,trunk mesoderm; FBbt:00000095,amnioserosa"	FBbt:0000611,NA	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000463,embryonic myoblast; FBbt:00000462,embryonic/larval muscle system; FBbt:00005518,somatic muscle primordium; FBbt:00005519,visceral muscle primordium; FBbt:00000130,visceral mesoderm; FBbt:00000127,head mesoderm; FBbt:00000128,trunk mesoderm; FBbt:00000129,somatic mesoderm; FBbt:00017000,amnioserosa primordium; FBbt:00000095,amnioserosa"
CycE_1.2lacZ							"FBbt:00004993,epidermis; FBbt:00005304,blastoderm embryo; FBbt:00001134,presumptive embryonic/larval peripheral nervous system; FBbt:00001056,presumptive embryonic/larval central nervous system"
CG34347_CG11339_EVIII							"FBbt:00005624,embryonic/larval midgut primordium; FBbt:00000155,embryonic head"
CG9416		"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00000210,anterior endoderm anlage; FBbt:00005070,visceral muscle"	"FBbt:00005519,visceral muscle primordium; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000462,embryonic/larval muscle system; FBbt:00005519,visceral muscle primordium; FBbt:00017008,longitudinal visceral muscle primordium; FBbt:00005647,presumptive embryonic/larval muscle system; FBbt:00000210,anterior endoderm anlage; FBbt:00005649,embryonic somatic muscle"
E(spl)_PNC							"FBbt:00001778,wing disc; FBbt:00005098,peripheral nervous system"
E(spl)_m8-0.46			"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm"	"FBbt:00005558,ventral ectoderm; FBbt:00000126,mesoderm"		"FBbt:00000126,mesoderm; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00000109,mesectoderm anlage; FBbt:00001332,embryonic neuroblast; FBbt:00001061,ventral neurectoderm; FBbt:00005304,blastoderm embryo"
m8.2			"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm"	"FBbt:00005558,ventral ectoderm; FBbt:00000126,mesoderm"		"FBbt:00000126,mesoderm; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00005558,ventral ectoderm; FBbt:00005436,trunk mesoderm anlage; FBbt:00005554,ventral nerve cord primordium; FBbt:00000111,ectoderm"
E(spl)_WT_SF-SR			"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm"	"FBbt:00005558,ventral ectoderm; FBbt:00000126,mesoderm"		"FBbt:00000126,mesoderm; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00001778,wing disc; FBbt:00001135,proneural cluster; FBbt:00001768,eye disc"
rho_MLE			FBbt:0000611,NA	FBbt:0000611,NA		FBbt:0000611,NA	"FBbt:00001315,midline glial cell; FBbt:00005036,tracheal pit; FBbt:00005528,midline primordium; FBbt:00000136,mesectoderm"
rho_5-NSs		FBbt:0000611,NA	FBbt:00004204,ventral ectoderm anlage	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00005558,ventral ectoderm; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00005747,embryonic ventral epidermis; FBbt:00005036,tracheal pit; FBbt:00005155,sense organ; FBbt:00000136,mesectoderm; FBbt:00001061,ventral neurectoderm; FBbt:00000095,amnioserosa"
rho		FBbt:0000611,NA	FBbt:00004204,ventral ectoderm anlage	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00005558,ventral ectoderm; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00005558,ventral ectoderm; FBbt:00004204,ventral ectoderm anlage; FBbt:00005554,ventral nerve cord primordium; FBbt:00001061,ventral neurectoderm"
Ubx_BXD-A			FBbt:0000611,NA			FBbt:0000611,NA	"FBbt:00001082,embryonic ventral nervous system; FBbt:00000121,lateral ectoderm; FBbt:00000155,embryonic head"
Ubx_BXD-B			FBbt:0000611,NA	FBbt:0000611,NA		FBbt:0000611,NA	FBbt:00001082,embryonic ventral nervous system
Ubx_BXD-C		FBbt:00005070,visceral muscle	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00005070,visceral muscle	FBbt:0000611,NA	"FBbt:00005653,embryonic visceral muscle; FBbt:00005397,embryonic epidermis; FBbt:00000112,dorsal ectoderm; FBbt:00000111,ectoderm; FBbt:00005558,ventral ectoderm; FBbt:00001082,embryonic ventral nervous system; FBbt:00000128,trunk mesoderm; FBbt:00005647,presumptive embryonic/larval muscle system; FBbt:00000155,embryonic head"
